구분,총 전력수요,,,,,,,,,,,,,,,,,,,,,,,
20180522,1300810,,,,,,,,,,,,,,,,,,,,,,,
20180523,1419280,,,,,,,,,,,,,,,,,,,,,,,
20180524,1459380,,,,,,,,,,,,,,,,,,,,,,,
20180525,1414370,,,,,,,,,,,,,,,,,,,,,,,
20180526,1302610,,,,,,,,,,,,,,,,,,,,,,,
20180527,1183160,,,,,,,,,,,,,,,,,,,,,,,
20180528,1412590,,,,,,,,,,,,,,,,,,,,,,,
20180529,1434630,,,,,,,,,,,,,,,,,,,,,,,
20180530,1439620,,,,,,,,,,,,,,,,,,,,,,,
20180531,1408110,,,,,,,,,,,,,,,,,,,,,,,
20180601,1441780,,,,,,,,,,,,,,,,,,,,,,,
20180602,1314300,,,,,,,,,,,,,,,,,,,,,,,
20180603,1186890,,,,,,,,,,,,,,,,,,,,,,,
20180604,1403470,,,,,,,,,,,,,,,,,,,,,,,
20180605,1452220,,,,,,,,,,,,,,,,,,,,,,,
20180606,1331030,,,,,,,,,,,,,,,,,,,,,,,
20180607,1409530,,,,,,,,,,,,,,,,,,,,,,,
20180608,1447130,,,,,,,,,,,,,,,,,,,,,,,
20180609,1340440,,,,,,,,,,,,,,,,,,,,,,,
20180610,1195550,,,,,,,,,,,,,,,,,,,,,,,
20180611,1403550,,,,,,,,,,,,,,,,,,,,,,,
20180612,1421160,,,,,,,,,,,,,,,,,,,,,,,
20180613,1360950,,,,,,,,,,,,,,,,,,,,,,,
20180614,1413000,,,,,,,,,,,,,,,,,,,,,,,
20180615,1422140,,,,,,,,,,,,,,,,,,,,,,,
20180616,1267060,,,,,,,,,,,,,,,,,,,,,,,
20180617,1175660,,,,,,,,,,,,,,,,,,,,,,,
20180618,1390100,,,,,,,,,,,,,,,,,,,,,,,
20180619,1435130,,,,,,,,,,,,,,,,,,,,,,,
20180620,1450180,,,,,,,,,,,,,,,,,,,,,,,
20180621,1449610,,,,,,,,,,,,,,,,,,,,,,,
20180622,1452550,,,,,,,,,,,,,,,,,,,,,,,
20180623,1343310,,,,,,,,,,,,,,,,,,,,,,,
20180624,1213920,,,,,,,,,,,,,,,,,,,,,,,
20180625,1436920,,,,,,,,,,,,,,,,,,,,,,,
20180626,1492900,,,,,,,,,,,,,,,,,,,,,,,
20180627,1511340,,,,,,,,,,,,,,,,,,,,,,,
20180628,1530150,,,,,,,,,,,,,,,,,,,,,,,
20180629,1533610,,,,,,,,,,,,,,,,,,,,,,,
20180630,1391840,,,,,,,,,,,,,,,,,,,,,,,
20180701,1251820,,,,,,,,,,,,,,,,,,,,,,,
20180702,1481250,,,,,,,,,,,,,,,,,,,,,,,
20180703,1533780,,,,,,,,,,,,,,,,,,,,,,,
20180704,1535210,,,,,,,,,,,,,,,,,,,,,,,
20180705,1522640,,,,,,,,,,,,,,,,,,,,,,,
20180706,1491120,,,,,,,,,,,,,,,,,,,,,,,
20180707,1334780,,,,,,,,,,,,,,,,,,,,,,,
20180708,1223170,,,,,,,,,,,,,,,,,,,,,,,
20180709,1443050,,,,,,,,,,,,,,,,,,,,,,,
20180710,1515240,,,,,,,,,,,,,,,,,,,,,,,
20180711,1519140,,,,,,,,,,,,,,,,,,,,,,,
20180712,1537450,,,,,,,,,,,,,,,,,,,,,,,
20180713,1568360,,,,,,,,,,,,,,,,,,,,,,,
20180714,1414890,,,,,,,,,,,,,,,,,,,,,,,
20180715,1278440,,,,,,,,,,,,,,,,,,,,,,,
20180716,1539070,,,,,,,,,,,,,,,,,,,,,,,
20180717,1602120,,,,,,,,,,,,,,,,,,,,,,,
20180718,1641460,,,,,,,,,,,,,,,,,,,,,,,
20180719,1665100,,,,,,,,,,,,,,,,,,,,,,,
20180720,1693720,,,,,,,,,,,,,,,,,,,,,,,
20180721,1541610,,,,,,,,,,,,,,,,,,,,,,,
20180722,1392900,,,,,,,,,,,,,,,,,,,,,,,
20180723,1650200,,,,,,,,,,,,,,,,,,,,,,,
20180724,1726790,,,,,,,,,,,,,,,,,,,,,,,
20180725,1720510,,,,,,,,,,,,,,,,,,,,,,,
20180726,1775370,,,,,,,,,,,,,,,,,,,,,,,
20180727,1771590,,,,,,,,,,,,,,,,,,,,,,,
20180728,1574510,,,,,,,,,,,,,,,,,,,,,,,
20180729,1437880,,,,,,,,,,,,,,,,,,,,,,,
20180730,1598780,,,,,,,,,,,,,,,,,,,,,,,
20180731,1664780,,,,,,,,,,,,,,,,,,,,,,,
20180801,1648050,,,,,,,,,,,,,,,,,,,,,,,
20180802,1641960,,,,,,,,,,,,,,,,,,,,,,,
20180803,1657170,,,,,,,,,,,,,,,,,,,,,,,
20180804,1564220,,,,,,,,,,,,,,,,,,,,,,,
20180805,1474540,,,,,,,,,,,,,,,,,,,,,,,
20180806,1706070,,,,,,,,,,,,,,,,,,,,,,,
20180807,1779970,,,,,,,,,,,,,,,,,,,,,,,
20180808,1757470,,,,,,,,,,,,,,,,,,,,,,,
20180809,1744000,,,,,,,,,,,,,,,,,,,,,,,
20180810,1726460,,,,,,,,,,,,,,,,,,,,,,,
20180811,1564160,,,,,,,,,,,,,,,,,,,,,,,
20180812,1438500,,,,,,,,,,,,,,,,,,,,,,,
20180813,1690010,,,,,,,,,,,,,,,,,,,,,,,
20180814,1753390,,,,,,,,,,,,,,,,,,,,,,,
20180815,1574490,,,,,,,,,,,,,,,,,,,,,,,
20180816,1708540,,,,,,,,,,,,,,,,,,,,,,,
20180817,1692140,,,,,,,,,,,,,,,,,,,,,,,
20180818,1529690,,,,,,,,,,,,,,,,,,,,,,,
20180819,1420150,,,,,,,,,,,,,,,,,,,,,,,
20180820,1695690,,,,,,,,,,,,,,,,,,,,,,,
20180821,1667260,,,,,,,,,,,,,,,,,,,,,,,
20180822,1676640,,,,,,,,,,,,,,,,,,,,,,,
20180823,1679150,,,,,,,,,,,,,,,,,,,,,,,
20180824,1688840,,,,,,,,,,,,,,,,,,,,,,,
20180825,1479400,,,,,,,,,,,,,,,,,,,,,,,
20180826,1330790,,,,,,,,,,,,,,,,,,,,,,,
20180827,1601530,,,,,,,,,,,,,,,,,,,,,,,
20180828,1624550,,,,,,,,,,,,,,,,,,,,,,,
20180829,1601630,,,,,,,,,,,,,,,,,,,,,,,
20180830,1593180,,,,,,,,,,,,,,,,,,,,,,,
20180831,1582580,,,,,,,,,,,,,,,,,,,,,,,
20180901,1450490,,,,,,,,,,,,,,,,,,,,,,,
20180902,1303730,,,,,,,,,,,,,,,,,,,,,,,
20180903,1534780,,,,,,,,,,,,,,,,,,,,,,,
20180904,1580330,,,,,,,,,,,,,,,,,,,,,,,
20180905,1558310,,,,,,,,,,,,,,,,,,,,,,,
20180906,1531070,,,,,,,,,,,,,,,,,,,,,,,
20180907,1547440,,,,,,,,,,,,,,,,,,,,,,,
20180908,1393190,,,,,,,,,,,,,,,,,,,,,,,
20180909,1235760,,,,,,,,,,,,,,,,,,,,,,,
20180910,1450440,,,,,,,,,,,,,,,,,,,,,,,
20180911,1458040,,,,,,,,,,,,,,,,,,,,,,,
20180912,1474190,,,,,,,,,,,,,,,,,,,,,,,
20180913,1490880,,,,,,,,,,,,,,,,,,,,,,,
20180914,1501550,,,,,,,,,,,,,,,,,,,,,,,
20180915,1373500,,,,,,,,,,,,,,,,,,,,,,,
20180916,1234850,,,,,,,,,,,,,,,,,,,,,,,
20180917,1429480,,,,,,,,,,,,,,,,,,,,,,,
20180918,1473400,,,,,,,,,,,,,,,,,,,,,,,
20180919,1481330,,,,,,,,,,,,,,,,,,,,,,,
20180920,1484780,,,,,,,,,,,,,,,,,,,,,,,
20180921,1444230,,,,,,,,,,,,,,,,,,,,,,,
20180922,1229510,,,,,,,,,,,,,,,,,,,,,,,
20180923,1072920,,,,,,,,,,,,,,,,,,,,,,,
20180924,986660,,,,,,,,,,,,,,,,,,,,,,,
20180925,1014480,,,,,,,,,,,,,,,,,,,,,,,
20180926,1111190,,,,,,,,,,,,,,,,,,,,,,,
20180927,1337590,,,,,,,,,,,,,,,,,,,,,,,
20180928,1398720,,,,,,,,,,,,,,,,,,,,,,,
20180929,1339430,,,,,,,,,,,,,,,,,,,,,,,
20180930,1213120,,,,,,,,,,,,,,,,,,,,,,,
20181001,1341140,,,,,,,,,,,,,,,,,,,,,,,
20181002,1417810,,,,,,,,,,,,,,,,,,,,,,,
20181003,1320020,,,,,,,,,,,,,,,,,,,,,,,
20181004,1355110,,,,,,,,,,,,,,,,,,,,,,,
20181005,1381180,,,,,,,,,,,,,,,,,,,,,,,
20181006,1313410,,,,,,,,,,,,,,,,,,,,,,,
20181007,1189490,,,,,,,,,,,,,,,,,,,,,,,
20181008,1358510,,,,,,,,,,,,,,,,,,,,,,,
20181009,1293530,,,,,,,,,,,,,,,,,,,,,,,
20181010,1414420,,,,,,,,,,,,,,,,,,,,,,,
20181011,1451370,,,,,,,,,,,,,,,,,,,,,,,
20181012,1407320,,,,,,,,,,,,,,,,,,,,,,,
20181013,1280810,,,,,,,,,,,,,,,,,,,,,,,
20181014,1165270,,,,,,,,,,,,,,,,,,,,,,,
20181015,1352650,,,,,,,,,,,,,,,,,,,,,,,
20181016,1404830,,,,,,,,,,,,,,,,,,,,,,,
20181017,1410230,,,,,,,,,,,,,,,,,,,,,,,
20181018,1415080,,,,,,,,,,,,,,,,,,,,,,,
20181019,1413160,,,,,,,,,,,,,,,,,,,,,,,
20181020,1287950,,,,,,,,,,,,,,,,,,,,,,,
20181021,1178180,,,,,,,,,,,,,,,,,,,,,,,
20181022,1366960,,,,,,,,,,,,,,,,,,,,,,,
20181023,1403460,,,,,,,,,,,,,,,,,,,,,,,
20181024,1409420,,,,,,,,,,,,,,,,,,,,,,,
20181025,1421160,,,,,,,,,,,,,,,,,,,,,,,
20181026,1416650,,,,,,,,,,,,,,,,,,,,,,,
20181027,1315350,,,,,,,,,,,,,,,,,,,,,,,
20181028,1206330,,,,,,,,,,,,,,,,,,,,,,,
20181029,1400700,,,,,,,,,,,,,,,,,,,,,,,
20181030,1459960,,,,,,,,,,,,,,,,,,,,,,,
20181031,1461510,,,,,,,,,,,,,,,,,,,,,,,
20181101,1452200,,,,,,,,,,,,,,,,,,,,,,,
20181102,1438430,,,,,,,,,,,,,,,,,,,,,,,
20181103,1322130,,,,,,,,,,,,,,,,,,,,,,,
20181104,1217510,,,,,,,,,,,,,,,,,,,,,,,
20181105,1407130,,,,,,,,,,,,,,,,,,,,,,,
20181106,1456220,,,,,,,,,,,,,,,,,,,,,,,
20181107,1467980,,,,,,,,,,,,,,,,,,,,,,,
20181108,1462120,,,,,,,,,,,,,,,,,,,,,,,
20181109,1469370,,,,,,,,,,,,,,,,,,,,,,,
20181110,1341490,,,,,,,,,,,,,,,,,,,,,,,
20181111,1240800,,,,,,,,,,,,,,,,,,,,,,,
20181112,1442570,,,,,,,,,,,,,,,,,,,,,,,
20181113,1470170,,,,,,,,,,,,,,,,,,,,,,,
20181114,1453600,,,,,,,,,,,,,,,,,,,,,,,
20181115,1551730,,,,,,,,,,,,,,,,,,,,,,,
20181116,1483390,,,,,,,,,,,,,,,,,,,,,,,
20181117,1341210,,,,,,,,,,,,,,,,,,,,,,,
20181118,1237580,,,,,,,,,,,,,,,,,,,,,,,
20181119,1434930,,,,,,,,,,,,,,,,,,,,,,,
20181120,1485350,,,,,,,,,,,,,,,,,,,,,,,
20181121,1506290,,,,,,,,,,,,,,,,,,,,,,,
20181122,1534230,,,,,,,,,,,,,,,,,,,,,,,
20181123,1553480,,,,,,,,,,,,,,,,,,,,,,,
20181124,1413340,,,,,,,,,,,,,,,,,,,,,,,
20181125,1287510,,,,,,,,,,,,,,,,,,,,,,,
20181126,1499670,,,,,,,,,,,,,,,,,,,,,,,
20181127,1529370,,,,,,,,,,,,,,,,,,,,,,,
20181128,1557040,,,,,,,,,,,,,,,,,,,,,,,
20181129,1564390,,,,,,,,,,,,,,,,,,,,,,,
20181130,1565060,,,,,,,,,,,,,,,,,,,,,,,
20181201,1420140,,,,,,,,,,,,,,,,,,,,,,,
20181202,1302610,,,,,,,,,,,,,,,,,,,,,,,
20181203,1514750,,,,,,,,,,,,,,,,,,,,,,,
20181204,1546530,,,,,,,,,,,,,,,,,,,,,,,
20181205,1581610,,,,,,,,,,,,,,,,,,,,,,,
20181206,1565450,,,,,,,,,,,,,,,,,,,,,,,
20181207,1635580,,,,,,,,,,,,,,,,,,,,,,,
20181208,1470640,,,,,,,,,,,,,,,,,,,,,,,
20181209,1352160,,,,,,,,,,,,,,,,,,,,,,,
20181210,1559510,,,,,,,,,,,,,,,,,,,,,,,
20181211,1637440,,,,,,,,,,,,,,,,,,,,,,,
20181212,1685010,,,,,,,,,,,,,,,,,,,,,,,
20181213,1707370,,,,,,,,,,,,,,,,,,,,,,,
20181214,1725360,,,,,,,,,,,,,,,,,,,,,,,
20181215,1574400,,,,,,,,,,,,,,,,,,,,,,,
20181216,1460280,,,,,,,,,,,,,,,,,,,,,,,
20181217,1663180,,,,,,,,,,,,,,,,,,,,,,,
20181218,1690590,,,,,,,,,,,,,,,,,,,,,,,
20181219,1673050,,,,,,,,,,,,,,,,,,,,,,,
20181220,1658400,,,,,,,,,,,,,,,,,,,,,,,
20181221,1640790,,,,,,,,,,,,,,,,,,,,,,,
20181222,1497030,,,,,,,,,,,,,,,,,,,,,,,
20181223,1407130,,,,,,,,,,,,,,,,,,,,,,,
20181224,1604280,,,,,,,,,,,,,,,,,,,,,,,
20181225,1422620,,,,,,,,,,,,,,,,,,,,,,,
20181226,1660810,,,,,,,,,,,,,,,,,,,,,,,
20181227,1750160,,,,,,,,,,,,,,,,,,,,,,,
20181228,1723900,,,,,,,,,,,,,,,,,,,,,,,
20181229,1555770,,,,,,,,,,,,,,,,,,,,,,,
20181230,1429180,,,,,,,,,,,,,,,,,,,,,,,
20181231,1456840,,,,,,,,,,,,,,,,,,,,,,,
20190101,1356980,,,,,,,,,,,,,,,,,,,,,,,
20190102,1726570,,,,,,,,,,,,,,,,,,,,,,,
20190103,1676400,,,,,,,,,,,,,,,,,,,,,,,
20190104,1651140,,,,,,,,,,,,,,,,,,,,,,,
20190105,1560740,,,,,,,,,,,,,,,,,,,,,,,
20190106,1436860,,,,,,,,,,,,,,,,,,,,,,,
20190107,1658860,,,,,,,,,,,,,,,,,,,,,,,
20190108,1731570,,,,,,,,,,,,,,,,,,,,,,,
20190109,1742830,,,,,,,,,,,,,,,,,,,,,,,
20190110,1713160,,,,,,,,,,,,,,,,,,,,,,,
20190111,1707310,,,,,,,,,,,,,,,,,,,,,,,
20190112,1572850,,,,,,,,,,,,,,,,,,,,,,,
20190113,1457210,,,,,,,,,,,,,,,,,,,,,,,
20190114,1655170,,,,,,,,,,,,,,,,,,,,,,,
20190115,1697310,,,,,,,,,,,,,,,,,,,,,,,
20190116,1731030,,,,,,,,,,,,,,,,,,,,,,,
20190117,1685050,,,,,,,,,,,,,,,,,,,,,,,
20190118,1680780,,,,,,,,,,,,,,,,,,,,,,,
20190119,1520400,,,,,,,,,,,,,,,,,,,,,,,
20190120,1432830,,,,,,,,,,,,,,,,,,,,,,,
20190121,1634610,,,,,,,,,,,,,,,,,,,,,,,
20190122,1670070,,,,,,,,,,,,,,,,,,,,,,,
20190123,1664550,,,,,,,,,,,,,,,,,,,,,,,
20190124,1671670,,,,,,,,,,,,,,,,,,,,,,,
20190125,1667430,,,,,,,,,,,,,,,,,,,,,,,
20190126,1512350,,,,,,,,,,,,,,,,,,,,,,,
20190127,1397480,,,,,,,,,,,,,,,,,,,,,,,
20190128,1609690,,,,,,,,,,,,,,,,,,,,,,,
20190129,1645270,,,,,,,,,,,,,,,,,,,,,,,
20190130,1624900,,,,,,,,,,,,,,,,,,,,,,,
20190131,1687590,,,,,,,,,,,,,,,,,,,,,,,
20190201,1604610,,,,,,,,,,,,,,,,,,,,,,,
20190202,1414350,,,,,,,,,,,,,,,,,,,,,,,
20190203,1278520,,,,,,,,,,,,,,,,,,,,,,,
20190204,1183440,,,,,,,,,,,,,,,,,,,,,,,
20190205,1123820,,,,,,,,,,,,,,,,,,,,,,,
20190206,1214750,,,,,,,,,,,,,,,,,,,,,,,
20190207,1546350,,,,,,,,,,,,,,,,,,,,,,,
20190208,1644610,,,,,,,,,,,,,,,,,,,,,,,
20190209,1519090,,,,,,,,,,,,,,,,,,,,,,,
20190210,1420980,,,,,,,,,,,,,,,,,,,,,,,
20190211,1614910,,,,,,,,,,,,,,,,,,,,,,,
20190212,1643900,,,,,,,,,,,,,,,,,,,,,,,
20190213,1646690,,,,,,,,,,,,,,,,,,,,,,,
20190214,1647270,,,,,,,,,,,,,,,,,,,,,,,
20190215,1656040,,,,,,,,,,,,,,,,,,,,,,,
20190216,1534660,,,,,,,,,,,,,,,,,,,,,,,
20190217,1401710,,,,,,,,,,,,,,,,,,,,,,,
20190218,1611850,,,,,,,,,,,,,,,,,,,,,,,
20190219,1651640,,,,,,,,,,,,,,,,,,,,,,,
20190220,1636580,,,,,,,,,,,,,,,,,,,,,,,
20190221,1635030,,,,,,,,,,,,,,,,,,,,,,,
20190222,1634100,,,,,,,,,,,,,,,,,,,,,,,
20190223,1451230,,,,,,,,,,,,,,,,,,,,,,,
20190224,1343610,,,,,,,,,,,,,,,,,,,,,,,
20190225,1564110,,,,,,,,,,,,,,,,,,,,,,,
20190226,1583130,,,,,,,,,,,,,,,,,,,,,,,
20190227,1562930,,,,,,,,,,,,,,,,,,,,,,,
20190228,1544910,,,,,,,,,,,,,,,,,,,,,,,
20190301,1448840,,,,,,,,,,,,,,,,,,,,,,,
20190302,1284890,,,,,,,,,,,,,,,,,,,,,,,
20190303,1320890,,,,,,,,,,,,,,,,,,,,,,,
20190304,1498810,,,,,,,,,,,,,,,,,,,,,,,
20190305,1508390,,,,,,,,,,,,,,,,,,,,,,,
20190306,1517360,,,,,,,,,,,,,,,,,,,,,,,
20190307,1522220,,,,,,,,,,,,,,,,,,,,,,,
20190308,1512910,,,,,,,,,,,,,,,,,,,,,,,
20190309,1358250,,,,,,,,,,,,,,,,,,,,,,,
20190310,1274810,,,,,,,,,,,,,,,,,,,,,,,
20190311,1470040,,,,,,,,,,,,,,,,,,,,,,,
20190312,1521290,,,,,,,,,,,,,,,,,,,,,,,
20190313,1536410,,,,,,,,,,,,,,,,,,,,,,,
20190314,1531080,,,,,,,,,,,,,,,,,,,,,,,
20190315,1536270,,,,,,,,,,,,,,,,,,,,,,,
20190316,1392550,,,,,,,,,,,,,,,,,,,,,,,
20190317,1279430,,,,,,,,,,,,,,,,,,,,,,,
20190318,1488640,,,,,,,,,,,,,,,,,,,,,,,
20190319,1495790,,,,,,,,,,,,,,,,,,,,,,,
20190320,1485090,,,,,,,,,,,,,,,,,,,,,,,
20190321,1499740,,,,,,,,,,,,,,,,,,,,,,,
20190322,1531950,,,,,,,,,,,,,,,,,,,,,,,
20190323,1354220,,,,,,,,,,,,,,,,,,,,,,,
20190324,1257360,,,,,,,,,,,,,,,,,,,,,,,
20190325,1452980,,,,,,,,,,,,,,,,,,,,,,,
20190326,1460910,,,,,,,,,,,,,,,,,,,,,,,
20190327,1462930,,,,,,,,,,,,,,,,,,,,,,,
20190328,1473150,,,,,,,,,,,,,,,,,,,,,,,
20190329,1474310,,,,,,,,,,,,,,,,,,,,,,,
20190330,1308860,,,,,,,,,,,,,,,,,,,,,,,
20190331,1238830,,,,,,,,,,,,,,,,,,,,,,,
20190401,1415150,,,,,,,,,,,,,,,,,,,,,,,
20190402,1455800,,,,,,,,,,,,,,,,,,,,,,,
20190403,1439820,,,,,,,,,,,,,,,,,,,,,,,
20190404,1438530,,,,,,,,,,,,,,,,,,,,,,,
20190405,1443030,,,,,,,,,,,,,,,,,,,,,,,
20190406,1296290,,,,,,,,,,,,,,,,,,,,,,,
20190407,1214740,,,,,,,,,,,,,,,,,,,,,,,
20190408,1422580,,,,,,,,,,,,,,,,,,,,,,,
20190409,1458370,,,,,,,,,,,,,,,,,,,,,,,
20190410,1486290,,,,,,,,,,,,,,,,,,,,,,,
20190411,1484180,,,,,,,,,,,,,,,,,,,,,,,
20190412,1468220,,,,,,,,,,,,,,,,,,,,,,,
20190413,1303270,,,,,,,,,,,,,,,,,,,,,,,
20190414,1221590,,,,,,,,,,,,,,,,,,,,,,,
20190415,1419580,,,,,,,,,,,,,,,,,,,,,,,
20190416,1407010,,,,,,,,,,,,,,,,,,,,,,,
20190417,1390810,,,,,,,,,,,,,,,,,,,,,,,
20190418,1420400,,,,,,,,,,,,,,,,,,,,,,,
20190419,1418370,,,,,,,,,,,,,,,,,,,,,,,
20190420,1248390,,,,,,,,,,,,,,,,,,,,,,,
20190421,1147280,,,,,,,,,,,,,,,,,,,,,,,
20190422,1332690,,,,,,,,,,,,,,,,,,,,,,,
20190423,1381170,,,,,,,,,,,,,,,,,,,,,,,
20190424,1393690,,,,,,,,,,,,,,,,,,,,,,,
20190425,1425650,,,,,,,,,,,,,,,,,,,,,,,
20190426,1442160,,,,,,,,,,,,,,,,,,,,,,,
20190427,1264200,,,,,,,,,,,,,,,,,,,,,,,
20190428,1160550,,,,,,,,,,,,,,,,,,,,,,,
20190429,1374910,,,,,,,,,,,,,,,,,,,,,,,
20190430,1377090,,,,,,,,,,,,,,,,,,,,,,,
20190501,1276770,,,,,,,,,,,,,,,,,,,,,,,
20190502,1409140,,,,,,,,,,,,,,,,,,,,,,,
20190503,1416430,,,,,,,,,,,,,,,,,,,,,,,
20190504,1209370,,,,,,,,,,,,,,,,,,,,,,,
20190505,1167200,,,,,,,,,,,,,,,,,,,,,,,
20190506,1240430,,,,,,,,,,,,,,,,,,,,,,,
20190507,1365730,,,,,,,,,,,,,,,,,,,,,,,
20190508,1367280,,,,,,,,,,,,,,,,,,,,,,,
20190509,1365290,,,,,,,,,,,,,,,,,,,,,,,
20190510,1367390,,,,,,,,,,,,,,,,,,,,,,,
20190511,1226560,,,,,,,,,,,,,,,,,,,,,,,
20190512,1143150,,,,,,,,,,,,,,,,,,,,,,,
20190513,1378610,,,,,,,,,,,,,,,,,,,,,,,
20190514,1397510,,,,,,,,,,,,,,,,,,,,,,,
20190515,1397430,,,,,,,,,,,,,,,,,,,,,,,
20190516,1402380,,,,,,,,,,,,,,,,,,,,,,,
20190517,1411610,,,,,,,,,,,,,,,,,,,,,,,
20190518,1262930,,,,,,,,,,,,,,,,,,,,,,,
20190519,1171300,,,,,,,,,,,,,,,,,,,,,,,
20190520,1400260,,,,,,,,,,,,,,,,,,,,,,,
20190521,1413770,,,,,,,,,,,,,,,,,,,,,,,
20190522,1382670,,,,,,,,,,,,,,,,,,,,,,,
20190523,1390300,,,,,,,,,,,,,,,,,,,,,,,
20190524,1421860,,,,,,,,,,,,,,,,,,,,,,,
20190525,1319890,,,,,,,,,,,,,,,,,,,,,,,
20190526,1205420,,,,,,,,,,,,,,,,,,,,,,,
20190527,1442370,,,,,,,,,,,,,,,,,,,,,,,
20190528,1407280,,,,,,,,,,,,,,,,,,,,,,,
20190529,1390430,,,,,,,,,,,,,,,,,,,,,,,
20190530,1398390,,,,,,,,,,,,,,,,,,,,,,,
20190531,1383510,,,,,,,,,,,,,,,,,,,,,,,
20190601,1270950,,,,,,,,,,,,,,,,,,,,,,,
20190602,1177620,,,,,,,,,,,,,,,,,,,,,,,
20190603,1422850,,,,,,,,,,,,,,,,,,,,,,,
20190604,1408080,,,,,,,,,,,,,,,,,,,,,,,
20190605,1429830,,,,,,,,,,,,,,,,,,,,,,,
20190606,1351750,,,,,,,,,,,,,,,,,,,,,,,
20190607,1394770,,,,,,,,,,,,,,,,,,,,,,,
20190608,1267030,,,,,,,,,,,,,,,,,,,,,,,
20190609,1161860,,,,,,,,,,,,,,,,,,,,,,,
20190610,1367230,,,,,,,,,,,,,,,,,,,,,,,
20190611,1390750,,,,,,,,,,,,,,,,,,,,,,,
20190612,1390780,,,,,,,,,,,,,,,,,,,,,,,
20190613,1403830,,,,,,,,,,,,,,,,,,,,,,,
20190614,1422030,,,,,,,,,,,,,,,,,,,,,,,
20190615,1279530,,,,,,,,,,,,,,,,,,,,,,,
20190616,1162760,,,,,,,,,,,,,,,,,,,,,,,
20190617,1399490,,,,,,,,,,,,,,,,,,,,,,,
20190618,1424800,,,,,,,,,,,,,,,,,,,,,,,
20190619,1424910,,,,,,,,,,,,,,,,,,,,,,,
20190620,1441980,,,,,,,,,,,,,,,,,,,,,,,
20190621,1452680,,,,,,,,,,,,,,,,,,,,,,,
20190622,1283600,,,,,,,,,,,,,,,,,,,,,,,
20190623,1165000,,,,,,,,,,,,,,,,,,,,,,,
20190624,1376460,,,,,,,,,,,,,,,,,,,,,,,
20190625,1441510,,,,,,,,,,,,,,,,,,,,,,,
20190626,1465040,,,,,,,,,,,,,,,,,,,,,,,
20190627,1487340,,,,,,,,,,,,,,,,,,,,,,,
20190628,1501800,,,,,,,,,,,,,,,,,,,,,,,
20190629,1331660,,,,,,,,,,,,,,,,,,,,,,,
20190630,1211290,,,,,,,,,,,,,,,,,,,,,,,
20190701,1437760,,,,,,,,,,,,,,,,,,,,,,,
20190702,1472690,,,,,,,,,,,,,,,,,,,,,,,
20190703,1471760,,,,,,,,,,,,,,,,,,,,,,,
20190704,1481330,,,,,,,,,,,,,,,,,,,,,,,
20190705,1487870,,,,,,,,,,,,,,,,,,,,,,,
20190706,1369460,,,,,,,,,,,,,,,,,,,,,,,
20190707,1244450,,,,,,,,,,,,,,,,,,,,,,,
20190708,1478580,,,,,,,,,,,,,,,,,,,,,,,
20190709,1505700,,,,,,,,,,,,,,,,,,,,,,,
20190710,1496670,,,,,,,,,,,,,,,,,,,,,,,
20190711,1504820,,,,,,,,,,,,,,,,,,,,,,,
20190712,1494720,,,,,,,,,,,,,,,,,,,,,,,
20190713,1369180,,,,,,,,,,,,,,,,,,,,,,,
20190714,1250070,,,,,,,,,,,,,,,,,,,,,,,
20190715,1459750,,,,,,,,,,,,,,,,,,,,,,,
20190716,1499180,,,,,,,,,,,,,,,,,,,,,,,
20190717,1508490,,,,,,,,,,,,,,,,,,,,,,,
20190718,1530660,,,,,,,,,,,,,,,,,,,,,,,
20190719,1554300,,,,,,,,,,,,,,,,,,,,,,,
20190720,1434620,,,,,,,,,,,,,,,,,,,,,,,
20190721,1288930,,,,,,,,,,,,,,,,,,,,,,,
20190722,1545710,,,,,,,,,,,,,,,,,,,,,,,
20190723,1599070,,,,,,,,,,,,,,,,,,,,,,,
20190724,1616450,,,,,,,,,,,,,,,,,,,,,,,
20190725,1641460,,,,,,,,,,,,,,,,,,,,,,,
20190726,1642250,,,,,,,,,,,,,,,,,,,,,,,
20190727,1455560,,,,,,,,,,,,,,,,,,,,,,,
20190728,1341800,,,,,,,,,,,,,,,,,,,,,,,
20190729,1562060,,,,,,,,,,,,,,,,,,,,,,,
20190730,1579430,,,,,,,,,,,,,,,,,,,,,,,
20190731,1580420,,,,,,,,,,,,,,,,,,,,,,,
20190801,1558090,,,,,,,,,,,,,,,,,,,,,,,
20190802,1499820,,,,,,,,,,,,,,,,,,,,,,,
20190803,1459390,,,,,,,,,,,,,,,,,,,,,,,
20190804,1410380,,,,,,,,,,,,,,,,,,,,,,,
20190805,1566690,,,,,,,,,,,,,,,,,,,,,,,
20190806,1638940,,,,,,,,,,,,,,,,,,,,,,,
20190807,1621850,,,,,,,,,,,,,,,,,,,,,,,
20190808,1618220,,,,,,,,,,,,,,,,,,,,,,,
20190809,1610460,,,,,,,,,,,,,,,,,,,,,,,
20190810,1492010,,,,,,,,,,,,,,,,,,,,,,,
20190811,1385950,,,,,,,,,,,,,,,,,,,,,,,
20190812,1602710,,,,,,,,,,,,,,,,,,,,,,,
20190813,1658700,,,,,,,,,,,,,,,,,,,,,,,
20190814,1675660,,,,,,,,,,,,,,,,,,,,,,,
