대상연도,할당여부,업체명,업종명,온실가스 배출량,에너지 사용량,대상연도,최종분류
2020,할당,앰코테크놀로지코리아(주),산업,240607 ,4880 ,2020,산업
2019,할당,앰코테크놀로지코리아(주),반도체.디스플레이.전기전자,210470 ,4284 ,2019,산업
2018,할당,앰코테크놀로지코리아(주),반도체.디스플레이.전기전자,203740 ,4140 ,2018,산업
2017,할당,앰코테크놀로지코리아(주),반도체.디스플레이.전기전자,186088 ,3772 ,2017,산업
2016,,앰코테크놀로지코리아(주),반도체.디스플레이.전기전자,171986 ,3469 ,2016,산업
2015,,앰코테크놀로지코리아(주),반도체.디스플레이.전기전자,169714 ,3442 ,2015,산업
2014,,앰코테크놀로지코리아(주),반도체.디스플레이.전기전자,176448 ,3586 ,2014,산업
2013,,앰코테크놀로지코리아(주),반도체.디스플레이.전기전자,177758 ,3623 ,2013,산업
2012,,앰코테크놀로지코리아(주),반도체.디스플레이.전기전자,180593 ,3658 ,2012,산업
2011,,앰코테크놀로지코리아(주),반도체.디스플레이.전기전자,174185 ,3349 ,2011,산업
2020,목표,양산부산대학교병원,건물,21874 ,446 ,2020,건물
2019,목표,양산부산대학교병원,건물,20502 ,418 ,2019,건물
2018,목표,양산부산대학교병원,건물,19282 ,392 ,2018,건물
2017,목표,양산부산대학교병원,건물,19215 ,391 ,2017,건물
2016,,양산부산대학교병원,건물,18546 ,379 ,2016,건물
2015,,양산부산대학교병원,건물,16808 ,343 ,2015,건물
2014,,양산부산대학교병원,건물,16462 ,335 ,2014,건물
2020,할당,양산시,폐기물,95425 ,800 ,2020,폐기물
2019,할당,양산시,폐기물,122666 ,831 ,2019,폐기물
2018,할당,양산시,폐기물,174996 ,832 ,2018,폐기물
2017,할당,양산시,폐기물,90374 ,742 ,2017,폐기물
2016,,양산시,폐기물,84318 ,669 ,2016,폐기물
2015,,양산시,폐기물,77773 ,685 ,2015,폐기물
2014,,양산시,폐기물,75467 ,703 ,2014,폐기물
2013,,양산시,폐기물,76905 ,652 ,2013,폐기물
2012,,양산시,폐기물,74707 ,615 ,2012,폐기물
2020,할당,양주시,폐기물,69654 ,835 ,2020,폐기물
2019,할당,양주시,폐기물,72830 ,735 ,2019,폐기물
2018,할당,양주시,폐기물,70089 ,756 ,2018,폐기물
2017,할당,양주시,폐기물,59508 ,877 ,2017,폐기물
2016,,양주시,폐기물,73553 ,444 ,2016,폐기물
2015,,양주시,폐기물,79234 ,443 ,2015,폐기물
2014,,양주시,폐기물,49996 ,631 ,2014,폐기물
2020,할당,에너원(주),발전에너지,38570 ,445 ,2020,발전에너지
2019,할당,에너원(주),산업,38033 ,436 ,2019,산업
2018,할당,에너원(주),산업,39812 ,458 ,2018,산업
2017,할당,에너원(주),발전에너지,41070 ,479 ,2017,발전에너지
2016,,에너원(주),발전에너지,40063 ,469 ,2016,발전에너지
2015,,에너원(주),발전에너지,40619 ,473 ,2015,발전에너지
2014,,에너원(주),발전에너지,43130 ,501 ,2014,발전에너지
2013,,에너원(주),발전에너지,38284 ,447 ,2013,발전에너지
2012,,에너원(주),발전에너지,32563 ,382 ,2012,발전에너지
2011,,에너원(주),발전에너지,102790 ,1160 ,2011,발전에너지
2020,할당,에스에스엘엠 주식회사,산업,21145 ,428 ,2020,산업
2019,할당,에스에스엘엠 주식회사,반도체.디스플레이.전기전자,24277 ,491 ,2019,산업
2018,할당,에스에스엘엠 주식회사,반도체.디스플레이.전기전자,20961 ,424 ,2018,산업
2017,할당,에스에스엘엠 주식회사,반도체.디스플레이.전기전자,27438 ,558 ,2017,산업
2016,,에스에스엘엠 주식회사,반도체.디스플레이.전기전자,45489 ,935 ,2016,산업
2015,,에스에스엘엠 주식회사,반도체.디스플레이.전기전자,43946 ,904 ,2015,산업
2014,,에스에스엘엠 주식회사,반도체.디스플레이.전기전자,41199 ,847 ,2014,산업
2020,할당,에스엔에프코리아(주) 울산공장,산업,34927 ,703 ,2020,산업
2019,할당,에스엔에프코리아(주) 울산공장,석유화학,35275 ,710 ,2019,산업
2018,할당,에스엔에프코리아(주) 울산공장,석유화학,34664 ,698 ,2018,산업
2017,목표,에스엔에프코리아(주) 울산공장,석유화학,33181 ,668 ,2017,산업
2016,,에스엔에프코리아(주) 울산공장,석유화학,28399 ,572 ,2016,산업
2015,,에스엔에프코리아(주) 울산공장,석유화학,26099 ,524 ,2015,산업
2014,,에스엔에프코리아(주) 울산공장,석유화학,23726 ,476 ,2014,산업
2020,목표,에스엘 주식회사,반도체.디스플레이.전기전자,50354 ,1030 ,2020,산업
2015,,에스엠피 주식회사,석유화학,55873 ,1524 ,2015,산업
2014,,에스엠피 주식회사,석유화학,24803 ,659 ,2014,산업
2020,할당,에스지씨솔루션 주식회사,산업,161141 ,2664 ,2020,산업
2020,할당,에스지씨에너지 주식회사,산업,2192881 ,40414 ,2020,산업
2020,목표,에스케이가스(주),발전에너지,22513 ,403 ,2020,발전에너지
2019,목표,에스케이가스(주),발전에너지,25790 ,437 ,2019,발전에너지
2018,목표,에스케이가스(주),발전에너지,22684 ,396 ,2018,발전에너지
2020,할당,에스케이넥실리스  주식회사,산업,145952 ,2995 ,2020,산업
2019,할당,에스케이넥실리스  주식회사,비철금속,109753 ,2252 ,2019,산업
2020,할당,에스케이루브리컨츠 주식회사,산업,147072 ,4623 ,2020,산업
2019,할당,에스케이루브리컨츠 주식회사,정유,178775 ,5622 ,2019,산업
2018,할당,에스케이루브리컨츠 주식회사,정유,205626 ,6151 ,2018,산업
2017,할당,에스케이루브리컨츠 주식회사,정유,217958 ,6342 ,2017,산업
2016,,에스케이루브리컨츠 주식회사,정유,194188 ,5669 ,2016,산업
2015,,에스케이루브리컨츠 주식회사,정유,184015 ,5515 ,2015,산업
2014,,에스케이루브리컨츠 주식회사,정유,240374 ,6539 ,2014,산업
2012,,에스케이루브리컨츠 주식회사,정유,209106 ,3290 ,2012,산업
2011,,에스케이루브리컨츠 주식회사,정유,150244 ,2241 ,2011,산업
2013,,에스케이루브리컨츠 주식회사 ,정유,220486 ,526 ,2013,산업
2020,할당,에스케이머티리얼즈 주식회사,산업,229031 ,4683 ,2020,산업
2019,할당,에스케이머티리얼즈 주식회사,석유화학,246868 ,5053 ,2019,산업
2018,할당,에스케이머티리얼즈 주식회사,석유화학,246151 ,5039 ,2018,산업
2017,할당,에스케이머티리얼즈 주식회사,석유화학,214684 ,4396 ,2017,산업
2016,,에스케이머티리얼즈 주식회사,석유화학,196810 ,4029 ,2016,산업
2015,,에스케이머티리얼즈 주식회사,석유화학,163369 ,3344 ,2015,산업
2014,,에스케이머티리얼즈 주식회사,석유화학,137986 ,2825 ,2014,산업
2013,,에스케이머티리얼즈 주식회사,석유화학,124932 ,2554 ,2013,산업
2012,,에스케이머티리얼즈 주식회사,석유화학,148476 ,3032 ,2012,산업
2011,,에스케이머티리얼즈 주식회사,석유화학,149178 ,2885 ,2011,산업
2020,할당,에스케이머티리얼즈에어플러스 주식회사,산업,245330 ,5057 ,2020,산업
2020,할당,에스케이실트론 주식회사,산업,372389 ,7678 ,2020,산업
2019,할당,에스케이실트론 주식회사,반도체.디스플레이.전기전자,357560 ,7363 ,2019,산업
2018,할당,에스케이실트론 주식회사,반도체.디스플레이.전기전자,321699 ,6616 ,2018,산업
2017,할당,에스케이실트론 주식회사,반도체.디스플레이.전기전자,273699 ,5644 ,2017,산업
2020,할당,에스케이씨 주식회사,산업,187333 ,3801 ,2020,산업
2019,할당,에스케이씨 주식회사,석유화학,173964 ,3532 ,2019,산업
2018,할당,에스케이씨 주식회사,석유화학,716470 ,13627 ,2018,산업
2017,할당,에스케이씨 주식회사,석유화학,712180 ,13434 ,2017,산업
2016,,에스케이씨 주식회사,석유화학,699772 ,13088 ,2016,산업
2015,,에스케이씨 주식회사,석유화학,805153 ,13655 ,2015,산업
2014,,에스케이씨 주식회사,석유화학,837890 ,14446 ,2014,산업
2013,,에스케이씨 주식회사,석유화학,842557 ,14359 ,2013,산업
2012,,에스케이씨 주식회사,석유화학,829908 ,14317 ,2012,산업
2011,,에스케이씨 주식회사,석유화학,795980 ,13207 ,2011,산업
2020,목표,에스케이씨솔믹스주식회사,반도체.디스플레이.전기전자,11704 ,239 ,2020,산업
2019,목표,에스케이씨솔믹스주식회사,반도체.디스플레이.전기전자,10849 ,222 ,2019,산업
2018,목표,에스케이씨솔믹스주식회사,반도체.디스플레이.전기전자,8805 ,180 ,2018,산업
2017,할당,에스케이씨솔믹스주식회사,반도체.디스플레이.전기전자,6706 ,137 ,2017,산업
2016,,에스케이씨솔믹스주식회사,반도체.디스플레이.전기전자,17089 ,351 ,2016,산업
2015,,에스케이씨솔믹스주식회사,반도체.디스플레이.전기전자,25557 ,525 ,2015,산업
2014,,에스케이씨솔믹스주식회사,반도체.디스플레이.전기전자,28304 ,582 ,2014,산업
2018,할당,에스케이씨코오롱피아이 주식회사,석유화학,103686 ,1265 ,2018,산업
2017,할당,에스케이씨코오롱피아이 주식회사,석유화학,98241 ,1177 ,2017,산업
2016,,에스케이씨코오롱피아이 주식회사,석유화학,82941 ,1026 ,2016,산업
2015,,에스케이씨코오롱피아이 주식회사 ,석유화학,47680 ,452 ,2015,산업
2016,,에스케이씨코오롱피아이 주식회사 구미공장,석유화학,29415 ,561 ,2016,산업
2015,,에스케이씨코오롱피아이 주식회사 구미공장,석유화학,21801 ,426 ,2015,산업
2014,,에스케이씨코오롱피아이 주식회사 구미공장,석유화학,23041 ,449 ,2014,산업
2013,,에스케이씨코오롱피아이 주식회사 구미공장,석유화학,23632 ,457 ,2013,산업
2012,,에스케이씨코오롱피아이 주식회사 구미공장,석유화학,23482 ,453 ,2012,산업
2014,,에스케이씨코오롱피아이 주식회사 진천공장,석유화학,22181 ,453 ,2014,산업
2016,,에스케이씨하스디스플레이필름(유),석유화학,40339 ,647 ,2016,산업
2015,,에스케이씨하스디스플레이필름(유),석유화학,31475 ,634 ,2015,산업
2014,,에스케이씨하스디스플레이필름(유),석유화학,34185 ,689 ,2014,산업
2013,,에스케이씨하스디스플레이필름(유),석유화학,38322 ,772 ,2013,산업
2012,,에스케이씨하스디스플레이필름(유),석유화학,37708 ,761 ,2012,산업
2011,,에스케이씨하스디스플레이필름(유),석유화학,38858 ,754 ,2011,산업
2020,할당,에스케이씨하이테크앤마케팅(주),산업,31031 ,566 ,2020,산업
2019,할당,에스케이씨하이테크앤마케팅(주),석유화학,32899 ,585 ,2019,산업
2018,할당,에스케이씨하이테크앤마케팅(주),석유화학,35352 ,663 ,2018,산업
2017,할당,에스케이씨하이테크앤마케팅(주),석유화학,34579 ,664 ,2017,산업
2020,할당,에스케이아이이테크놀로지주식회사,산업,129486 ,2625 ,2020,산업
2019,할당,에스케이아이이테크놀로지주식회사,반도체.디스플레이.전기전자,111456 ,2259 ,2019,산업
2020,할당,에스케이어드밴스드주식회사,산업,623597 ,11654 ,2020,산업
2019,목표,에스케이어드밴스드주식회사,석유화학,781896 ,13073 ,2019,산업
2018,목표,에스케이어드밴스드주식회사,석유화학,692883 ,12763 ,2018,산업
2017,목표,에스케이어드밴스드주식회사,석유화학,632821 ,12357 ,2017,산업
2020,할당,에스케이에너지 주식회사,산업,6920461 ,80050 ,2020,산업
2019,할당,에스케이에너지 주식회사,정유,7257441 ,80503 ,2019,산업
2018,할당,에스케이에너지 주식회사,정유,7408913 ,77118 ,2018,산업
2017,할당,에스케이에너지 주식회사,정유,7517570 ,77788 ,2017,산업
2016,,에스케이에너지 주식회사,정유,7718837 ,84813 ,2016,산업
2015,,에스케이에너지 주식회사,정유,7706635 ,79712 ,2015,산업
2014,,에스케이에너지 주식회사,정유,7505854 ,82009 ,2014,산업
2013,,에스케이에너지 주식회사,정유,7165855 ,89787 ,2013,산업
2012,,에스케이에너지 주식회사,정유,7259968 ,76442 ,2012,산업
2011,,에스케이에너지 주식회사,정유,7434220 ,88078 ,2011,산업
2019,할당,에스케이에어가스 주식회사,석유화학,201071 ,4148 ,2019,산업
2018,할당,에스케이에어가스 주식회사,석유화학,180004 ,3713 ,2018,산업
2017,할당,에스케이에어가스주식회사,석유화학,195906 ,6659 ,2017,산업
2016,,에스케이에어가스주식회사,석유화학,151882 ,3136 ,2016,산업
2015,,에스케이에어가스주식회사,석유화학,146836 ,3031 ,2015,산업
2014,,에스케이에어가스주식회사,석유화학,124829 ,2578 ,2014,산업
2020,할당,에스케이에코프라임 주식회사,산업,40460 ,683 ,2020,산업
2019,할당,에스케이에코프라임 주식회사,석유화학,38188 ,646 ,2019,산업
2016,,에스케이유화 주식회사,석유화학,105226 ,1702 ,2016,산업
2015,,에스케이유화 주식회사,석유화학,94814 ,1509 ,2015,산업
2014,,에스케이유화 주식회사,석유화학,146401 ,2432 ,2014,산업
2013,,에스케이유화 주식회사,석유화학,229554 ,3461 ,2013,산업
2012,,에스케이유화 주식회사,석유화학,241920 ,3712 ,2012,산업
2011,,에스케이유화 주식회사,석유화학,273509 ,3857 ,2011,산업
2020,할당,에스케이이엔에스 주식회사,발전에너지,2683036 ,53822 ,2020,발전에너지
2019,할당,에스케이이엔에스 주식회사,발전에너지,2880321 ,57768 ,2019,발전에너지
2018,할당,에스케이이엔에스 주식회사,발전에너지,2835177 ,57327 ,2018,발전에너지
2017,할당,에스케이이엔에스 주식회사,발전에너지,2471647 ,50013 ,2017,발전에너지
2016,,에스케이이엔에스 주식회사,발전에너지,1920327 ,38890 ,2016,발전에너지
2015,,에스케이이엔에스 주식회사,발전에너지,2073186 ,42136 ,2015,발전에너지
2014,,에스케이이엔에스 주식회사,발전에너지,2012942 ,41376 ,2014,발전에너지
2013,,에스케이이엔에스 주식회사,발전에너지,2166875 ,44483 ,2013,발전에너지
2012,,에스케이이엔에스 주식회사,발전에너지,2345456 ,48306 ,2012,발전에너지
2011,,에스케이이엔에스 주식회사,발전에너지,2347074 ,47292 ,2011,발전에너지
2020,할당,에스케이종합화학 주식회사,산업,3117041 ,67349 ,2020,산업
2019,할당,에스케이종합화학 주식회사,석유화학,3208382 ,74182 ,2019,산업
2018,할당,에스케이종합화학 주식회사,석유화학,3201256 ,73882 ,2018,산업
2017,할당,에스케이종합화학 주식회사,석유화학,3250472 ,73803 ,2017,산업
2016,,에스케이종합화학 주식회사,석유화학,3149816 ,71270 ,2016,산업
2015,,에스케이종합화학 주식회사,석유화학,3350065 ,74856 ,2015,산업
2014,,에스케이종합화학 주식회사,석유화학,3467929 ,77620 ,2014,산업
2013,,에스케이종합화학 주식회사,석유화학,3582959 ,72181 ,2013,산업
2012,,에스케이종합화학 주식회사,석유화학,3582129 ,71873 ,2012,산업
2011,,에스케이종합화학 주식회사,석유화학,3778082 ,72629 ,2011,산업
