"Data Source","World Development Indicators",

"Last Updated Date","2021-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Bangladesh","BGD","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0735692791219567","0.0668334865770591","0.0691777893241812","0.0702570391940714","0.0728448671209626","0.0847008283210099","0.0823576830493953","0.0888937363400525","0.0857657072944386","0.0855996792424587","0.0875220037693971","0.0991821252463556","0.101634319606052","0.10128033955686","0.102624650979333","0.103207027663368","0.106187433486383","0.104960625926658","0.108362556777703","0.111022728615456","0.118863853141242","0.120122729278001","0.120166291126354","0.118412407667375","0.117579784741128","0.123995621132197","0.119071213384976","0.118467137516327","0.115481649240933","","",
"Bulgaria","BGR","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.698997048076299","0.608310006231888","0.617066764601729","0.632472909377816","0.597189553186073","0.59330553017784","0.568124066606892","0.641771648129821","0.583344334915556","0.556935373598304","0.519879750215353","0.533701794774867","0.475900924669573","0.496774496574232","0.459790441614272","0.435461350361075","0.417009078950362","0.420517365415809","0.37688343018369","0.335005287092013","0.347716965311894","0.376227390788778","0.340548881814708","0.29957055509475","0.311821976157616","0.317325544445434","0.285472502190852","0.291009557099582","0.263628161085247","","",
"Bahrain","BHR","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.561031962331078","0.486073270914247","0.540110032581355","0.509723572812836","0.52273025869439","0.509359024913044","0.512015041405036","0.505415960854025","0.518770937571805","0.495459340268823","0.483616794608615","0.487017221961456","0.495101363108839","0.485790009906241","0.453331652628798","0.490186033365155","0.500446997868979","0.472593726407913","0.478838206172768","0.466223408318658","0.469442064555039","0.46119760892545","0.453845438799595","0.466010078760936","0.469252729888161","0.463630357270312","0.44184830108033","0.426194060892808","0.424086295968384","","",
"Bahamas, The","BHS","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.182338610261877","0.200987204752315","0.28123639035591","0.232720990208893","0.21917033029505","0.214093178234316","0.194553899699501","0.163556514980743","0.219651120799721","0.192322093898402","0.177207463271602","0.171867592418531","0.179126170467177","0.179033168666213","0.170367935688671","0.154093688008099","0.150310590012284","0.151834507890692","0.158450107762884","0.471771170310505","0.160534354411448","0.185636879746892","0.270861759815894","0.237793537158298","0.198237622491948","0.178909471626","0.162968091779306","0.155157400683379","0.158305367205613","","",
"Bosnia and Herzegovina","BIH","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.485500734736876","0.428613439243848","0.282023559769062","0.425219800995385","0.466187086568252","0.415865750701036","0.522708017869781","0.493858908583041","0.496269355932766","0.487014122574174","0.480945771286599","0.460956333503083","0.482545805189344","0.480780277545729","0.501105340468455","0.512396606940795","0.514167046407299","0.580149602846773","0.541097538385422","0.526026259554352","0.463858373726219","0.452728815137177","0.50000608879052","0.491361200211074","0.471346215044323","","",
"Belarus","BLR","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.10165926098715","1.07472628500744","1.08434981355108","1.01925947584145","0.979138317635719","0.972137177942192","0.961274469456513","0.871314084072665","0.779021296265831","0.723785343664091","0.659345864791259","0.614743794760728","0.585557304587533","0.555270888340505","0.528754111400801","0.489474952395087","0.463334137713827","0.416051115675774","0.39676455535877","0.375802793430663","0.374641091423194","0.337473899611414","0.34006494775145","0.337474758781318","0.329201151429342","0.315947615821748","0.326026423294864","0.323906869178075","0.331159269881381","","",
"Belize","BLZ","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.366736593376943","0.428720248921777","0.444868264766461","0.385110117284971","0.376142292699532","0.382038808589715","0.294774237291891","0.363761869188291","0.343023169580428","0.287309728380316","0.279013550299758","0.313919405088903","0.294079358291805","0.263801762286687","0.217190383301327","0.227581679018527","0.235582352810805","0.243576158613696","0.222040067976981","0.646950133585933","0.240909469751357","0.270136157840148","0.28436909988116","0.203418715801031","0.191614612057184","0.251470205309775","0.247739353430929","0.243327972170549","0.247363758093296","","",
"Bermuda","BMU","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.180363472367142","0.174054705411407","0.202395994785931","0.222570632867998","0.245820806699643","0.21613096279655","0.20212034531083","0.196374223275023","0.194422537728283","0.178980827588333","0.175479539583704","0.1702008523641","0.173229504696094","0.186690409031344","0.18530969223804","0.189708611918021","0.200619379121549","0.206990968314607","0.210873518044719","0.217343982154593","0.226337648089859","0.235311000598392","0.23473112174611","0.236485497932259","0.243692592166745","0.235169627148622","0.238813536606305","0.235986114437263","0.231103966689099","","",
"Brazil","BRA","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.126508552654624","0.128974156104901","0.131776934236906","0.129837433055023","0.127581112306292","0.132487287122484","0.141112258194234","0.146139996260458","0.15043332730523","0.15481027590254","0.154247367672075","0.155485280262229","0.149801781997305","0.144410208203551","0.14422992053369","0.141358658275029","0.137399037965785","0.136339354045007","0.137347941789562","0.129639075335876","0.13668003183674","0.137864105040828","0.146498659291215","0.15201605121639","0.158746635182613","0.155875495309631","0.14837576163141","0.149066386411629","0.139249282207108","","",
"Barbados","BRB","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.268571344991621","0.279470431429647","0.35681710095702","0.297008024362052","0.302917339850825","0.308468569223535","0.296671494935966","0.309716904620935","0.324104319148337","0.330653775875593","0.301963924076243","0.329233365022696","0.339034760773549","0.334238179733048","0.324809146660621","0.326234879603828","0.318898406109269","0.314149930789463","0.375198711803771","1.02592482732078","0.361339894887379","0.38209311010972","0.507958465808436","0.345024267284623","0.301105629683506","0.293908682022597","0.291246287872545","0.265528936374613","0.27820717050474","","",
"Brunei Darussalam","BRN","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.212709156290944","0.17781347704025","0.180282186345938","0.193753073219494","0.200950051795474","0.209060750179881","0.212694883930038","0.23328703323727","0.198647205496795","0.187396780610767","0.192641554523054","0.182417658671137","0.177654902709245","0.207882505519059","0.193838044532915","0.189165218024494","0.271419116196648","0.256737030801092","0.27636081026899","0.289507467744671","0.260526610798419","0.256612308907956","0.258644090603952","0.260185404973741","0.264978836007167","0.228237523814958","0.250865492606512","0.259163218170024","0.27562731163557","","",
"Bhutan","BTN","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0850223171039039","0.111638375851025","0.125562281457863","0.104649222055609","0.111442800863677","0.125991646329037","0.145295205324742","0.182205790645855","0.167382270715771","0.155006588090618","0.154140797633446","0.138418345470613","0.138566537311598","0.115661346711794","0.0939519408293227","0.115818999244078","0.1056022637211","0.0869900846438248","0.0851345981306047","0.0737711779711197","0.0837094860367996","0.110509031171174","0.119249842912839","0.130602791401114","0.136543871421211","0.130763448421716","0.154947992937252","0.16009790106105","0.161191994429813","","",
"Botswana","BWA","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.240658662105977","0.2183756052951","0.255552470627084","0.24694866253716","0.22583813017535","0.218539550686371","0.189022820207875","0.183458354175695","0.218939636115183","0.209404958584566","0.214366502673729","0.205341142542615","0.201594837908973","0.187422291270417","0.184812193224085","0.190560218135791","0.168045647874629","0.163927736122055","0.156791648396142","0.158181495911976","0.12005435305655","0.134370532915738","0.164978526957736","0.160590696254612","0.197732893382184","0.203405183949612","0.192578034817864","0.206856533379985","0.206542457101868","","",
"Central African Republic","CAF","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0474384940459041","0.0447206892080877","0.0477908080920783","0.0508065200569178","0.0484333122586558","0.0451803093989065","0.0500042971064134","0.0474874904935762","0.0613636044768436","0.0618065664005416","0.0633844802130743","0.0632036233826814","0.0609976187642581","0.061898686466182","0.0583978056271495","0.0578722041835662","0.0598398762482556","0.057204173993275","0.0560527765549955","0.0516200301351029","0.0512329127428635","0.0528126555659412","0.0520055455111875","0.0817594120031518","0.0816931829187729","0.0809072439248438","0.0772381853961168","0.0738928504752447","0.075788180790053","","",
"Canada","CAN","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.470043726903292","0.4651204837915","0.455059867527297","0.451126907714011","0.437911584480532","0.438898659354151","0.438789126669861","0.415982266979466","0.405569432006379","0.383049096424628","0.378462328594218","0.360842154842051","0.351864513995166","0.3506454582373","0.348010687566695","0.341622026408577","0.33946596698342","0.33324541416886","0.329277669299772","0.321158970301092","0.318354032301984","0.317513608480427","","",
"Central Europe and the Baltics","CEB","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.640279494623771","0.655339006506945","0.623890995045279","0.598288660048559","0.559632469831656","0.533020668688937","0.524771263631916","0.499810648050029","0.458011999254804","0.42554922806732","0.404218803096052","0.398250948133163","0.376735156550176","0.378230188602706","0.356427001493817","0.338781309574604","0.32487546529846","0.308159026111857","0.289015631357439","0.276092256603862","0.282252822310027","0.273671427854777","0.261336694440748","0.247971135143979","0.233152568609761","0.22776399060622","0.224487445396068","0.221754727172179","0.210842581404287","","",
"Switzerland","CHE","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.118676811879335","0.126241997883113","0.126380194273341","0.120309545104448","0.116449646091266","0.118205307636547","0.119167762770173","0.113187590072482","0.11367458183799","0.112431350722706","0.106140401060916","0.10796016156204","0.104164819925609","0.107251311181803","0.105331767186197","0.103669307888918","0.0988633471452242","0.0910097252421153","0.0914577590673135","0.0907202866395272","0.0909472423684197","0.0812990563665749","0.0828174171503137","0.0832700355445922","0.0742709862197155","0.0717725875785216","0.0713793142652276","0.0685095294597935","0.0646028354432733","","",
"Channel Islands","CHI","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.232572083602177","0.209705170208069","0.200956762258554","0.19338419620139","0.201679660590999","0.200158975259097","0.21587632172402","0.230595345547504","0.224752449031976","0.236042537156756","0.207641663857162","0.193135039031302","0.190523868932325","0.187622020090996","0.191905867952665","0.184766393927978","0.177936109249922","0.192479111321834","0.195996953436094","0.190709465443612","0.192169371922202","0.198635929654911","0.1935868500837","0.196609420352692","0.177938915861884","0.186636997689248","0.192876887606675","0.192565818325307","0.184774358004028","","",
"China","CHN","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.34458000848249","1.30353853072298","1.198704005156","1.15065702814702","1.06430008564806","1.07062123591006","0.967666352578578","0.904274443863488","0.866217402475957","0.78393243424855","0.76730188391375","0.746949523123707","0.73908187026866","0.778356608174861","0.820350185203376","0.836695296569898","0.820437138357563","0.780347151969966","0.7327266359132","0.718191791046466","0.712713508917325","0.712611364668357","0.678813347692187","0.656553543214783","0.608602260144799","0.564860776501948","0.527787596846436","0.503733742211382","0.485811075119126","","",
"Cote d'Ivoire","CIV","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0505027518933957","0.0519723382708721","0.0517262788102463","0.0553808906769373","0.0573479491272897","0.0564785005186686","0.0623969461631207","0.0742516321639692","0.0713534762311675","0.0972580369807989","0.0939680559643657","0.0928162618702383","0.0961997549883374","0.0787236840196617","0.0818428274041962","0.0862473565858913","0.0823273683165927","0.0797499147156669","0.0891228389443428","0.0804804535001535","0.0827467298708724","0.083343452963291","0.0991627434601358","0.0976463926211278","0.0950579833898694","0.093183396132725","0.0847590366234819","0.0879278419458256","0.0785352232997726","","",
"Cameroon","CMR","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0763829871927001","0.0725618365697002","0.0714922805476685","0.204411094645693","0.219093866978806","0.206518383222319","0.176457361708477","0.174297403408436","0.171090693247139","0.158225406205358","0.15701428684927","0.142134781621623","0.133987501567589","0.125663247799196","0.126171826147404","0.124996531324682","0.127033603677628","0.141483319094938","0.138228951047243","0.144810319392386","0.143204038060572","0.121921708651112","0.1033073831067","0.102314211158357","0.101610734836686","0.0994019461547769","0.101390100820579","0.0952810404913078","0.0948628635826256","","",
"Congo, Dem. Rep.","COD","CO2 emissions (kg per 2017 PPP $ of GDP)","EN.ATM.CO2E.PP.GD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0504887684080506","0.0301662449022212","0.0286688799381388","0.0320120568065545","0.0298170112348699","0.028684438897167","0.0292146816473685","0.0297152116677541","0.0334780954396288","0.0347084814756828","0.0259866804116078","0.0227933492564329","0.0246630510977441","0.0284037190602784","0.0290975692237045","0.0349138606310427","0.0355972704782029","0.036640980555043","0.0368587199999689","0.0367937618209773","0.0368568630919356","0.0421868306384079","0.0379879878077783","0.0525987436666979","0.0630553236208706","0.0355828412536173","0.0247692397826429","0.0264294853173826","0.024099286314776","","",
